"Class","duration","earliestStart","majorityEvent","eventCount","activeDimensionCount","density","normalizedDensity","maxConcurrentEventCount","maxConcurrentEventDuration","normalizedMaxConcurrentEventDuration","summedPauseTime","normalizedSummedPauseTime","atLeastOneActiveTime","normalizedAtLeastOneActiveTime","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","distance_V1","distance_V2","distance_V3","distance_V4","distance_V5","distance_V6","distance_V7","distance_V8"
"7",83,1,1,8,6,141,1.69879518072289,3,9,0.108433734939759,1,0.0120481927710843,82,0.987951807228916,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,16.1864140562386,17.4355957741627,16.4620776331543,16.8522995463527,20.0249843945008,18.0554700852678,5.3851648071345,18.5741756210067
"6",29,1,1,6,5,63,2.17241379310345,3,10,0.344827586206897,1,0.0344827586206897,28,0.96551724137931,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7046999107196,16.5227116418583,15.0996688705415,17.1172427686237,15.6204993518133,7,17.606816861659,19.5448202856921
"2",33,1,3,3,3,40,1.21212121212121,2,9,0.272727272727273,1,0.0303030303030303,32,0.96969696969697,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6885775404495,1.73205080756888,13.3416640641263,11.2694276695846,11.2249721603218,16.5227116418583,17.7763888346312,16.3095064303001
"5",34,1,1,6,5,75,2.20588235294118,3,12,0.352941176470588,1,0.0294117647058824,33,0.970588235294118,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,16.3707055437449,11.4891252930761,17.1755640373177,15.3622914957372,4.35889894354067,14.2828568570857,20.3715487874634,17.2916164657906
"7",82,1,1,10,6,139,1.69512195121951,3,11,0.134146341463415,0,0,82,1,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,2,1,0,1,0,0,0,0,1,1,2,0,0,0,1,0,0,1,2,0,0,0,1,2,1,1,0,1,2,0,0,0,0,0,0,0,0,0,16.431676725155,17.5499287747842,15.9687194226713,16.9705627484771,19.672315572906,18.7082869338697,5.19615242270663,18.3575597506858
"2",36,1,3,3,3,43,1.19444444444444,2,9,0.25,1,0.0277777777777778,35,0.972222222222222,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2474487139159,3.16227766016838,13,11.3137084989848,11.1803398874989,16.1864140562386,17.5214154679352,16.1554944214035
"2",39,1,3,3,3,48,1.23076923076923,2,10,0.256410256410256,0,0,39,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6095202129185,5.19615242270663,13.7113092008021,12.4498995979887,12.2474487139159,16.5227116418583,18.0554700852678,16.3095064303001
"5",34,1,1,6,5,73,2.14705882352941,3,9,0.264705882352941,0,0,34,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,16.583123951777,11.5325625946708,16.9705627484771,15.1327459504216,4.69041575982343,14.7309198626562,19.8997487421324,16.7332005306815
"6",33,1,1,6,5,74,2.24242424242424,3,10,0.303030303030303,0,0,33,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6189500386223,16.4012194668567,16.062378404209,17.3493515728975,14.4913767461894,6.08276253029822,18.6010752377383,19.4935886896179
"8",96,1,1,8,6,173,1.80208333333333,3,11,0.114583333333333,1,0.0104166666666667,95,0.989583333333333,0,0,1,0,1,0,1,1,0,0,0,2,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,17.9164728671689,16.5227116418583,17.0880074906351,15.0665191733194,17.0880074906351,20.0748598998847,18.8679622641132,3.46410161513775
"5",28,1,1,7,5,58,2.07142857142857,3,7,0.25,1,0.0357142857142857,27,0.964285714285714,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,16.7332005306815,11.5758369027902,16.8819430161341,15.0996688705415,4.58257569495584,15.0996688705415,19.8746069143518,16.583123951777
