"Class","duration","earliestStart","majorityEvent","eventCount","activeDimensionCount","density","normalizedDensity","maxConcurrentEventCount","maxConcurrentEventDuration","normalizedMaxConcurrentEventDuration","summedPauseTime","normalizedSummedPauseTime","atLeastOneActiveTime","normalizedAtLeastOneActiveTime","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","distance_V1","distance_V2","distance_V3","distance_V4","distance_V5","distance_V6","distance_V7","distance_V8"
"7",83,1,1,8,6,148,1.78313253012048,3,11,0.132530120481928,1,0.0120481927710843,82,0.987951807228916,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,16.5227116418583,17.5783958312469,16.1245154965971,17,19.8494332412792,18.1383571472171,5.47722557505166,18.2756668824971
"7",82,1,1,9,6,138,1.68292682926829,5,0,0,1,0.0121951219512195,81,0.98780487804878,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,1,1,0,1,0,2,1,1,0,0,2,0,1,0,1,0,1,1,0,0,0,0,0,0,16.2480768092719,17.5499287747842,16.4620776331543,16.9705627484771,20.174241001832,18.1659021245849,5.74456264653803,18.6279360101972
"1",33,1,3,3,3,42,1.27272727272727,2,10,0.303030303030303,0,0,33,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3166247903554,12.6095202129185,11.7473401244707,13.5277492584687,16.5529453572468,11.5325625946708,16.5529453572468,17.5499287747842
"6",32,1,1,6,5,70,2.1875,3,11,0.34375,1,0.03125,31,0.96875,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9544511501033,16.5529453572468,15.9059737205869,17.4355957741627,15,4.24264068711928,18.1934053986603,19.9248588451713
"2",34,1,3,3,3,42,1.23529411764706,2,10,0.294117647058824,1,0.0294117647058824,33,0.970588235294118,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4899959967968,0,13.3790881602597,11.3137084989848,11.0905365064094,16.3707055437449,17.8044938147649,16.3401346383682
"2",36,1,3,3,3,44,1.22222222222222,2,10,0.277777777777778,1,0.0277777777777778,35,0.972222222222222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5698050899765,4.24264068711928,13.6747943311773,12.0830459735946,11.8743420870379,16.431676725155,18.0277563773199,16.2788205960997
"7",90,1,6,10,6,152,1.68888888888889,5,0,0,1,0.0111111111111111,89,0.988888888888889,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,2,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,1,1,1,1,0,1,0,2,2,1,0,0,2,0,1,0,1,0,1,1,0,0,0,0,0,0,16.2480768092719,17.7200451466693,17,17.1464281994822,20.1246117974981,17.4355957741627,7.28010988928052,18.9472953214964
"2",40,1,3,3,3,51,1.275,2,13,0.325,1,0.025,39,0.975,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.369316876853,4.58257569495584,13.856406460551,12.2065556157337,12,16.2788205960997,18.1659021245849,16.4924225024706
"5",33,1,1,6,5,69,2.09090909090909,3,6,0.181818181818182,0,0,33,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.7332005306815,11.7473401244707,16.8226038412607,15.4919333848297,5.3851648071345,15.3622914957372,19.8746069143518,16.583123951777
"5",34,1,1,6,5,74,2.17647058823529,3,10,0.294117647058824,0,0,34,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.4012194668567,11.7046999107196,16.8522995463527,15,5.09901951359278,15.1986841535707,19.7484176581315,16.7928556237467
"7",86,1,1,10,6,148,1.72093023255814,3,5,0.0581395348837209,1,0.0116279069767442,85,0.988372093023256,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,1,1,1,0,1,0,1,2,2,0,0,1,0,2,0,3,0,1,1,0,0,0,0,0,0,16.3095064303001,17.3781471969828,16.0312195418814,16.7928556237467,19.7737199332852,17.9443584449264,5.19615242270663,18.3575597506858
