"Class","duration","earliestStart","majorityEvent","eventCount","activeDimensionCount","density","normalizedDensity","maxConcurrentEventCount","maxConcurrentEventDuration","normalizedMaxConcurrentEventDuration","summedPauseTime","normalizedSummedPauseTime","atLeastOneActiveTime","normalizedAtLeastOneActiveTime","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","distance_V1","distance_V2","distance_V3","distance_V4","distance_V5","distance_V6","distance_V7","distance_V8"
"1",30,1,3,3,3,36,1.2,2,8,0.266666666666667,1,0.0333333333333333,29,0.966666666666667,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87298334620742,12.9228479833201,10.6770782520313,13.1529464379659,16.7928556237467,11.5325625946708,16.2480768092719,17.2626765016321
"4",53,1,2,5,5,69,1.30188679245283,2,12,0.226415094339623,2,0.0377358490566038,51,0.962264150943396,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5277492584687,10.7238052947636,12.9614813968157,6.70820393249937,15.0332963783729,17.1755640373177,17.4355957741627,15.556349186104
"4",51,1,2,5,5,73,1.43137254901961,2,12,0.235294117647059,1,0.0196078431372549,50,0.980392156862745,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.856406460551,10.1980390271856,13.3790881602597,6.48074069840786,14.6628782986152,17.4355957741627,17.6351920885484,15.2643375224737
"5",32,1,1,6,5,67,2.09375,3,8,0.25,1,0.03125,31,0.96875,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.7032930884901,12.1243556529821,16.6733320005331,14.6628782986152,7.48331477354788,16.1554944214035,19.0787840283389,16
"6",31,1,1,6,5,69,2.2258064516129,3,12,0.387096774193548,1,0.032258064516129,30,0.967741935483871,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,16.3401346383682,15.4919333848297,17.2916164657906,14.2828568570857,4.12310562561766,18.7082869338697,19.4422220952236
"7",90,1,1,8,6,152,1.68888888888889,3,8,0.0888888888888889,0,0,90,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,16.4924225024706,17.6635217326557,16.4620776331543,17.0880074906351,19.824227601599,17.8885438199983,5.91607978309962,18.6815416922694
"6",33,1,1,6,5,74,2.24242424242424,3,13,0.393939393939394,1,0.0303030303030303,32,0.96969696969697,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.0453610171873,16.431676725155,15.8429795177549,17.3781471969828,14.5258390463339,4.24264068711928,18.6279360101972,19.8746069143518
"6",27,1,1,6,5,59,2.18518518518519,3,10,0.37037037037037,1,0.037037037037037,26,0.962962962962963,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.3578166916005,16.4012194668567,16.062378404209,17.3493515728975,14.3527000944073,5.91607978309962,18.6547581061776,19.7484176581315
"1",35,1,3,3,3,47,1.34285714285714,2,13,0.371428571428571,0,0,35,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82842712474619,12.2474487139159,11.5325625946708,13.490737563232,16.2788205960997,11.2249721603218,16.8226038412607,17.6918060129541
"2",29,1,3,3,3,37,1.27586206896552,2,9,0.310344827586207,0,0,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2065556157337,2.64575131106459,13.3416640641263,11.2694276695846,11.2249721603218,16.1554944214035,17.7763888346312,16.5529453572468
"7",78,1,1,8,6,137,1.75641025641026,3,12,0.153846153846154,2,0.0256410256410256,76,0.974358974358974,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,16.2788205960997,17.2916164657906,15.6843871413581,16.7032930884901,19.5448202856921,18.1934053986603,6,18
