"Class","duration","earliestStart","majorityEvent","eventCount","activeDimensionCount","density","normalizedDensity","maxConcurrentEventCount","maxConcurrentEventDuration","normalizedMaxConcurrentEventDuration","summedPauseTime","normalizedSummedPauseTime","atLeastOneActiveTime","normalizedAtLeastOneActiveTime","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","distance_V1","distance_V2","distance_V3","distance_V4","distance_V5","distance_V6","distance_V7","distance_V8"
"5",32,1,1,6,5,70,2.1875,3,11,0.34375,1,0.03125,31,0.96875,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3401346383682,12.2882057274445,16.7928556237467,14.5258390463339,7.21110255092798,15.2643375224737,19.5959179422654,17.0880074906351
"2",34,1,3,3,3,41,1.20588235294118,2,9,0.264705882352941,1,0.0294117647058824,33,0.970588235294118,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6491106406735,2,13.228756555323,11.13552872566,11.4455231422596,16.4924225024706,17.6918060129541,16.2172747402269
"7",80,1,1,11,6,133,1.6625,3,4,0.05,2,0.025,78,0.975,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,3,1,1,2,0,0,1,0,0,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,16.9115345252878,17.4355957741627,16.6433169770932,17.3205080756888,19.9248588451713,18.2208671582886,7.68114574786861,17.9722007556114
"2",33,1,8,4,3,41,1.24242424242424,2,10,0.303030303030303,1,0.0303030303030303,32,0.96969696969697,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4899959967968,6,12.9228479833201,9.69535971483266,12.2882057274445,16.3707055437449,17.464249196573,16.4012194668567
"4",51,1,2,5,5,70,1.37254901960784,2,14,0.274509803921569,2,0.0392156862745098,49,0.96078431372549,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,13.4536240470737,10.5356537528527,13.1909059582729,5.56776436283002,15.0332963783729,17.1172427686237,17.4928556845359,15.2315462117278
"5",36,1,1,6,5,79,2.19444444444444,3,11,0.305555555555556,0,0,36,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.431676725155,11.4017542509914,17.058722109232,15.3622914957372,3.87298334620742,14.8323969741913,20.1246117974981,17.2336879396141
"5",32,1,1,6,5,72,2.25,3,13,0.40625,1,0.03125,31,0.96875,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0934769394311,11.9582607431014,17.2626765016321,15.3297097167559,6,14.1774468787578,20.3960780543711,17.7763888346312
"1",32,1,3,3,3,42,1.3125,2,12,0.375,1,0.03125,31,0.96875,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23606797749979,12.369316876853,11.5758369027902,13.6014705087354,16.3095064303001,11.1803398874989,16.7332005306815,17.7763888346312
"7",82,1,1,8,6,144,1.75609756097561,5,0,0,1,0.0121951219512195,81,0.98780487804878,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,16.4924225024706,17.7763888346312,16.583123951777,17.2046505340853,20.5669638012031,17.832554500127,6.85565460040104,19.1049731745428
"8",116,1,1,8,6,202,1.74137931034483,3,14,0.120689655172414,2,0.0172413793103448,114,0.982758620689655,0,0,0,1,1,0,2,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,17.8605710994918,16.4012194668567,17.0293863659264,15.2643375224737,17.2046505340853,19.8746069143518,19.2353840616713,5.47722557505166
"5",32,1,1,6,5,69,2.15625,3,10,0.3125,1,0.03125,31,0.96875,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4620776331543,11.0905365064094,17.1464281994822,15.4596248337403,2.82842712474619,14.8660687473185,20.2484567313166,16.9705627484771
