"Class","duration","earliestStart","majorityEvent","eventCount","activeDimensionCount","density","normalizedDensity","maxConcurrentEventCount","maxConcurrentEventDuration","normalizedMaxConcurrentEventDuration","summedPauseTime","normalizedSummedPauseTime","atLeastOneActiveTime","normalizedAtLeastOneActiveTime","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","distance_V1","distance_V2","distance_V3","distance_V4","distance_V5","distance_V6","distance_V7","distance_V8","distance_V9","distance_V10"
"5",30,1,3,12,10,228,7.6,8,11,0.366666666666667,0,0,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,2,2,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,4.89897948556636,3.46410161513775,5.65685424949238,5.47722557505166,3.16227766016838,6.6332495807108,5.65685424949238,5.29150262212918,5.47722557505166,4.69041575982343
"6",30,1,1,14,10,226,7.53333333333333,8,8,0.266666666666667,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,2,0,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,4.69041575982343,6.48074069840786,5.47722557505166,4.47213595499958,6,3.16227766016838,4.24264068711928,4.24264068711928,4.47213595499958,4.89897948556636
"6",30,1,1,14,11,226,7.53333333333333,8,5,0.166666666666667,0,0,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,6.48074069840786,5.09901951359278,6.48074069840786,6.32455532033676,4.89897948556636,5.09901951359278,6.16441400296898,6.16441400296898,6.32455532033676,6
"7",30,1,3,10,9,230,7.66666666666667,8,17,0.566666666666667,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2.44948974278318,6.16441400296898,4.24264068711928,2.82842712474619,4.89897948556636,4.69041575982343,3.16227766016838,2.44948974278318,2.82842712474619,3.46410161513775
"7",30,1,3,12,9,228,7.6,8,19,0.633333333333333,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2,5.65685424949238,4,2.44948974278318,4.69041575982343,4,2,2,2.44948974278318,3.16227766016838
"7",30,1,1,10,10,230,7.66666666666667,8,25,0.833333333333333,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,4.24264068711928,6.16441400296898,5.09901951359278,3.46410161513775,5.65685424949238,4.69041575982343,3.16227766016838,3.74165738677394,3.46410161513775,4.47213595499958
"8",30,1,3,10,9,230,7.66666666666667,8,20,0.666666666666667,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2.82842712474619,5.65685424949238,4.47213595499958,3.16227766016838,5.09901951359278,4.47213595499958,2.82842712474619,2.82842712474619,3.16227766016838,3.16227766016838
"9",30,1,3,12,9,228,7.6,8,10,0.333333333333333,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2.82842712474619,5.65685424949238,4.47213595499958,3.16227766016838,5.09901951359278,4.47213595499958,2.82842712474619,2.82842712474619,3.16227766016838,3.16227766016838
"10",30,1,3,12,10,228,7.6,8,14,0.466666666666667,0,0,30,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,4.69041575982343,7.34846922834953,4.69041575982343,5.29150262212918,6.6332495807108,6.48074069840786,5.47722557505166,5.09901951359278,5.29150262212918,5.29150262212918
"10",30,1,3,12,10,228,7.6,8,12,0.4,0,0,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2.44948974278318,5.47722557505166,3.16227766016838,2.82842712474619,4.47213595499958,4.69041575982343,3.16227766016838,2.44948974278318,2.82842712474619,2
